order_id,customer_id,email,order_date,order_channel,payment_method,shipping_speed,is_expedited,agent_id,shipping_address,billing_address,order_total,total_items,clv_bucket
SO-08471366,CUST-4561,troygoodman@example.org,2025-01-31,ebay,ebay,two-day,True,ONLINE,"42350 King Hill Apt. 558, New Keithberg, ND 75130","42350 King Hill Apt. 558, New Keithberg, ND 75130",3304.42,14,medium
SO-77919264,CUST-4561,troygoodman@example.org,2025-02-13,web,"google pay",two-day,True,ONLINE,"42350 King Hill Apt. 558, New Keithberg, ND 75130","42350 King Hill Apt. 558, New Keithberg, ND 75130",1821.33,7,medium
SO-33241597,CUST-4832,rperez@example.org,2024-10-21,web,"google pay",standard,False,ONLINE,"02893 Williams Square, Matthewtown, MT 94669","02893 Williams Square, Matthewtown, MT 94669",10428.08,37,high
SO-31939609,CUST-4832,rperez@example.org,2025-05-26,phone,"credit card",standard,False,CSR-0009,"02893 Williams Square, Matthewtown, MT 94669","02893 Williams Square, Matthewtown, MT 94669",1962.33,10,high
SO-79080643,CUST-4832,rperez@example.org,2024-12-08,web,ach,standard,False,ONLINE,"02893 Williams Square, Matthewtown, MT 94669","02893 Williams Square, Matthewtown, MT 94669",3394.11,17,high
SO-69773907,CUST-4919,samuel02@example.org,2025-07-10,newegg,newegg,standard,False,ONLINE,"0258 Mooney Route Apt. 373, Lake Erin, PW 97496","0258 Mooney Route Apt. 373, Lake Erin, PW 97496",4618.62,15,high
SO-27711523,CUST-4919,samuel02@example.org,2025-02-26,ebay,ebay,standard,False,ONLINE,"0258 Mooney Route Apt. 373, Lake Erin, PW 97496","0258 Mooney Route Apt. 373, Lake Erin, PW 97496",6279.58,25,high
SO-77062379,CUST-3482,william68@example.org,2025-01-25,web,paypal,overnight,True,ONLINE,"0128 Matthew Cliffs, North Rebeccachester, NJ 92053","0128 Matthew Cliffs, North Rebeccachester, NJ 92053",4245.04,14,high
SO-44737260,CUST-3482,william68@example.org,2024-10-02,"social media","apple pay",standard,False,ONLINE,"0128 Matthew Cliffs, North Rebeccachester, NJ 92053","0128 Matthew Cliffs, North Rebeccachester, NJ 92053",1795.36,4,high
SO-97030756,CUST-4611,david68@example.net,2025-04-04,web,ach,standard,False,ONLINE,"8279 Hannah Forges, Alvarezberg, LA 68993","8279 Hannah Forges, Alvarezberg, LA 68993",6723.93,23,medium
SO-27649455,CUST-4611,david68@example.net,2025-03-13,web,"credit card",standard,False,ONLINE,"8279 Hannah Forges, Alvarezberg, LA 68993","8279 Hannah Forges, Alvarezberg, LA 68993",6436.26,26,medium
SO-31645409,CUST-3448,bcarlson@example.com,2024-12-06,web,"credit card",standard,False,ONLINE,"91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146","91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146",2229.33,16,medium
SO-52109464,CUST-3448,bcarlson@example.com,2024-10-25,web,"credit card",standard,False,ONLINE,"91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146","91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146",5048.43,19,medium
SO-75640500,CUST-5123,morganapril@example.net,2025-01-02,phone,ach,standard,False,CSR-0015,"15923 Brown Pike Suite 512, North Suefort, CO 45262","15923 Brown Pike Suite 512, North Suefort, CO 45262",2477.92,10,high
SO-26400444,CUST-5123,morganapril@example.net,2025-05-16,web,"google pay",standard,False,ONLINE,"15923 Brown Pike Suite 512, North Suefort, CO 45262","15923 Brown Pike Suite 512, North Suefort, CO 45262",6152.05,23,high
SO-43522880,CUST-5123,morganapril@example.net,2025-01-28,web,"credit card",standard,False,ONLINE,"15923 Brown Pike Suite 512, North Suefort, CO 45262","15923 Brown Pike Suite 512, North Suefort, CO 45262",5649.06,18,high
SO-33738063,CUST-3633,jasoningram@example.org,2025-07-07,ebay,ebay,overnight,True,ONLINE,"USS Thomas, FPO AE 92714","USS Thomas, FPO AE 92714",4603.18,18,high
SO-41298752,CUST-3633,jasoningram@example.org,2024-08-17,web,"apple pay",standard,False,ONLINE,"USS Thomas, FPO AE 92714","USS Thomas, FPO AE 92714",8464.8,39,high
SO-77486401,CUST-3633,jasoningram@example.org,2025-06-26,phone,ach,standard,False,CSR-0006,"USS Thomas, FPO AE 92714","USS Thomas, FPO AE 92714",2060.42,5,high
SO-48880215,CUST-4774,hhernandez@example.org,2024-12-15,web,paypal,two-day,True,ONLINE,"4899 Saunders Green, East Lindsaymouth, ID 17761","4899 Saunders Green, East Lindsaymouth, ID 17761",1668.04,17,high
SO-34230003,CUST-3918,usmith@example.net,2025-02-22,web,"apple pay",standard,False,ONLINE,"01087 Mills Point, Nolanton, NJ 24407","01087 Mills Point, Nolanton, NJ 24407",1636.05,4,low
SO-66427023,CUST-3918,usmith@example.net,2024-11-11,web,ach,standard,False,ONLINE,"01087 Mills Point, Nolanton, NJ 24407","01087 Mills Point, Nolanton, NJ 24407",3358.33,26,low
SO-33130837,CUST-3918,usmith@example.net,2024-07-23,web,"credit card",two-day,True,ONLINE,"01087 Mills Point, Nolanton, NJ 24407","01087 Mills Point, Nolanton, NJ 24407",7078.34,25,low
SO-95909555,CUST-3615,fullershannon@example.net,2025-01-17,web,paypal,standard,False,ONLINE,"504 Travis Junction, West Sara, KY 53780","504 Travis Junction, West Sara, KY 53780",3171.02,11,medium
SO-06093896,CUST-3615,fullershannon@example.net,2025-04-14,newegg,newegg,standard,False,ONLINE,"504 Travis Junction, West Sara, KY 53780","504 Travis Junction, West Sara, KY 53780",4643.38,19,medium
SO-96909354,CUST-4649,gmoore@example.net,2025-02-24,"social media","apple pay",overnight,True,ONLINE,"6052 Robinson Underpass Apt. 119, Scottview, WI 22279","6052 Robinson Underpass Apt. 119, Scottview, WI 22279",2821.2,10,high
SO-02075096,CUST-4607,anthonysaunders@example.net,2025-04-06,web,ach,standard,False,ONLINE,"45167 Carla Walks, Williamsstad, GU 74929","45167 Carla Walks, Williamsstad, GU 74929",5883.49,18,high
SO-74395667,CUST-4607,anthonysaunders@example.net,2025-07-17,web,paypal,overnight,True,ONLINE,"45167 Carla Walks, Williamsstad, GU 74929","45167 Carla Walks, Williamsstad, GU 74929",4455.66,23,high
SO-59247381,CUST-5322,morganstacey@example.com,2024-12-13,newegg,newegg,two-day,True,ONLINE,"7222 Lopez Street, Michaelshire, PR 32514","7222 Lopez Street, Michaelshire, PR 32514",6392.03,36,low
SO-08056244,CUST-5322,morganstacey@example.com,2024-07-24,web,paypal,standard,False,ONLINE,"7222 Lopez Street, Michaelshire, PR 32514","7222 Lopez Street, Michaelshire, PR 32514",6802.47,33,low
SO-09409160,CUST-4993,julieward@example.net,2025-05-08,web,"apple pay",standard,False,"","429 Newton Fords Suite 219, North Sandra, SD 51359","429 Newton Fords Suite 219, North Sandra, SD 51359",3952.38,17,high
SO-53187063,CUST-4993,julieward@example.net,2025-07-09,phone,ach,standard,False,CSR-0016,"429 Newton Fords Suite 219, North Sandra, SD 51359","429 Newton Fords Suite 219, North Sandra, SD 51359",11936.13,35,high
SO-15368021,CUST-5197,david54@example.com,2025-05-24,web,paypal,standard,False,ONLINE,"33128 Watson Ports Suite 458, Mackenziefurt, NJ 97903","33128 Watson Ports Suite 458, Mackenziefurt, NJ 97903",7481.87,33,high
SO-56239896,CUST-5197,david54@example.com,2025-02-11,"social media","google pay",standard,False,ONLINE,"33128 Watson Ports Suite 458, Mackenziefurt, NJ 97903","33128 Watson Ports Suite 458, Mackenziefurt, NJ 97903",10840.3,30,high
SO-49755780,CUST-5197,david54@example.com,2025-03-25,newegg,newegg,standard,False,ONLINE,"33128 Watson Ports Suite 458, Mackenziefurt, NJ 97903","33128 Watson Ports Suite 458, Mackenziefurt, NJ 97903",4307.27,32,high
SO-21984174,CUST-5270,bowmankevin@example.net,2024-07-26,web,"apple pay",standard,False,ONLINE,"508 Espinoza Plain, Jenkinsside, CT 87719","508 Espinoza Plain, Jenkinsside, CT 87719",474.94,4,high
SO-72510699,CUST-5270,bowmankevin@example.net,2025-04-12,web,paypal,standard,False,ONLINE,"508 Espinoza Plain, Jenkinsside, CT 87719","508 Espinoza Plain, Jenkinsside, CT 87719",7186.06,24,high
SO-01126964,CUST-5270,bowmankevin@example.net,2025-01-22,web,ach,two-day,True,ONLINE,"508 Espinoza Plain, Jenkinsside, CT 87719","508 Espinoza Plain, Jenkinsside, CT 87719",445.5,5,high
SO-02315466,CUST-4851,fordbrian@example.com,2025-02-21,web,"credit card",standard,False,ONLINE,"34905 Ross Station, Port Patriciafurt, NY 66021","34905 Ross Station, Port Patriciafurt, NY 66021",3681.35,17,high
SO-51656927,CUST-4851,fordbrian@example.com,2025-04-06,phone,ach,overnight,True,CSR-0008,"34905 Ross Station, Port Patriciafurt, NY 66021","34905 Ross Station, Port Patriciafurt, NY 66021",5317.81,25,high
SO-61681509,CUST-4442,brianrice@example.com,2025-05-04,ebay,ebay,standard,False,ONLINE,"1028 Williams Wells, South Erictown, FL 43173","1028 Williams Wells, South Erictown, FL 43173",6569.96,26,low
SO-81941353,CUST-4190,richard90@example.org,2024-09-29,web,ach,standard,False,ONLINE,"4262 Washington Ramp, East Michelle, DE 57032","4262 Washington Ramp, East Michelle, DE 57032",5824.47,25,high
SO-17381493,CUST-4190,richard90@example.org,2024-08-29,phone,"credit card",standard,False,CSR-0015,"4262 Washington Ramp, East Michelle, DE 57032","4262 Washington Ramp, East Michelle, DE 57032",5870.6,19,high
SO-89441045,CUST-4190,richard90@example.org,2025-03-15,web,"credit card",two-day,True,"","4262 Washington Ramp, East Michelle, DE 57032","4262 Washington Ramp, East Michelle, DE 57032",5298.9,26,high
SO-39589566,CUST-4583,sharon25@example.com,2024-11-19,ebay,ebay,two-day,True,ONLINE,"237 Lisa Hills, Bensonborough, AL 43466","237 Lisa Hills, Bensonborough, AL 43466",3618.46,12,low
SO-71925907,CUST-4451,kleinmarc@example.net,2024-10-25,phone,ach,two-day,True,CSR-0007,"585 Contreras Shores Apt. 202, Crawfordtown, NH 13633","585 Contreras Shores Apt. 202, Crawfordtown, NH 13633",2939.79,12,high
SO-79615392,CUST-4451,kleinmarc@example.net,2024-11-23,web,"credit card",standard,False,ONLINE,"585 Contreras Shores Apt. 202, Crawfordtown, NH 13633","585 Contreras Shores Apt. 202, Crawfordtown, NH 13633",8316.77,33,high
SO-80909158,CUST-4451,kleinmarc@example.net,2024-12-10,phone,"credit card",standard,False,CSR-0017,"585 Contreras Shores Apt. 202, Crawfordtown, NH 13633","585 Contreras Shores Apt. 202, Crawfordtown, NH 13633",6918.9,51,high
SO-37860238,CUST-4195,jarednelson@example.net,2024-11-06,newegg,newegg,overnight,True,ONLINE,"4977 Anderson Hill, Tylerhaven, LA 32599","4977 Anderson Hill, Tylerhaven, LA 32599",4672.69,26,low
SO-17754512,CUST-4195,jarednelson@example.net,2024-12-23,web,paypal,standard,False,ONLINE,"4977 Anderson Hill, Tylerhaven, LA 32599","4977 Anderson Hill, Tylerhaven, LA 32599",3362.81,22,low
SO-82521292,CUST-4195,jarednelson@example.net,2025-01-06,web,"credit card",two-day,True,ONLINE,"4977 Anderson Hill, Tylerhaven, LA 32599","4977 Anderson Hill, Tylerhaven, LA 32599",6418.52,29,low
SO-27438349,CUST-5051,nhall@example.com,2025-03-12,phone,"credit card",standard,False,CSR-0002,"45495 Miller Skyway, Gutierrezchester, NY 97722","45495 Miller Skyway, Gutierrezchester, NY 97722",169.28,4,high
SO-86392992,CUST-5051,nhall@example.com,2024-11-06,web,ach,standard,False,ONLINE,"45495 Miller Skyway, Gutierrezchester, NY 97722","45495 Miller Skyway, Gutierrezchester, NY 97722",4936.86,30,high
SO-11061639,CUST-5051,nhall@example.com,2025-04-12,phone,"credit card",overnight,True,CSR-0003,"45495 Miller Skyway, Gutierrezchester, NY 97722","45495 Miller Skyway, Gutierrezchester, NY 97722",7361.92,24,high
SO-06577589,CUST-4356,vmorales@example.org,2024-08-26,ebay,ebay,standard,False,ONLINE,"0188 Victor Crest Suite 188, Priceville, IN 90440","0188 Victor Crest Suite 188, Priceville, IN 90440",8648.69,33,high
SO-94652628,CUST-4642,stewartryan@example.net,2025-05-09,web,"google pay",standard,False,ONLINE,"0472 Brady Villages Apt. 130, North Anthony, NE 75828","0472 Brady Villages Apt. 130, North Anthony, NE 75828",3966.49,21,low
SO-88249382,CUST-4642,stewartryan@example.net,2025-01-21,web,"google pay",two-day,True,ONLINE,"0472 Brady Villages Apt. 130, North Anthony, NE 75828","0472 Brady Villages Apt. 130, North Anthony, NE 75828",4179.5,20,low
SO-79724183,CUST-4642,stewartryan@example.net,2024-08-08,web,ach,standard,False,ONLINE,"0472 Brady Villages Apt. 130, North Anthony, NE 75828","0472 Brady Villages Apt. 130, North Anthony, NE 75828",5982.3,20,low
SO-80833513,CUST-3842,david09@example.net,2025-06-02,web,"credit card",standard,False,ONLINE,"988 Tyler Prairie Suite 528, East Katherine, MO 60006","988 Tyler Prairie Suite 528, East Katherine, MO 60006",3179.67,9,high
SO-69349361,CUST-3600,hensontiffany@example.com,2024-09-12,phone,"credit card",overnight,True,CSR-0014,"47113 Larson Parkway, Port Joel, ND 01302","47113 Larson Parkway, Port Joel, ND 01302",1839.92,4,high
SO-40975616,CUST-3600,hensontiffany@example.com,2024-10-10,web,paypal,standard,False,ONLINE,"47113 Larson Parkway, Port Joel, ND 01302","47113 Larson Parkway, Port Joel, ND 01302",416.11,1,high
SO-01674929,CUST-3783,douglasfoster@example.org,2025-01-18,phone,ach,standard,False,CSR-0013,"010 Jennifer Spurs, Richardsonberg, GU 28182","010 Jennifer Spurs, Richardsonberg, GU 28182",8864.69,34,low
SO-01125020,CUST-3783,douglasfoster@example.org,2025-06-03,"social media","credit card",standard,False,ONLINE,"010 Jennifer Spurs, Richardsonberg, GU 28182","010 Jennifer Spurs, Richardsonberg, GU 28182",1385.24,4,low
SO-42437348,CUST-5252,michael80@example.com,2024-11-15,web,paypal,standard,False,ONLINE,"167 Loretta Club, Waynehaven, VT 43623","167 Loretta Club, Waynehaven, VT 43623",9281.03,46,high
SO-02967980,CUST-5252,michael80@example.com,2024-11-25,web,ach,overnight,True,ONLINE,"167 Loretta Club, Waynehaven, VT 43623","167 Loretta Club, Waynehaven, VT 43623",6299.09,23,high
SO-93330613,CUST-5155,jane54@example.com,2024-11-29,phone,"credit card",standard,False,CSR-0006,"PSC 2748, Box 1520, APO AE 31865","PSC 2748, Box 1520, APO AE 31865",2808.87,19,high
SO-75367250,CUST-5155,jane54@example.com,2025-04-06,web,paypal,two-day,True,ONLINE,"PSC 2748, Box 1520, APO AE 31865","PSC 2748, Box 1520, APO AE 31865",1459.2,3,high
SO-23424543,CUST-4859,jennifer18@example.net,2025-05-01,web,"apple pay",standard,False,ONLINE,"Unit 5994 Box 4721, DPO AE 41831","Unit 5994 Box 4721, DPO AE 41831",4486.68,15,high
SO-79732448,CUST-4859,jennifer18@example.net,2024-07-30,web,ach,standard,False,ONLINE,"Unit 5994 Box 4721, DPO AE 41831","Unit 5994 Box 4721, DPO AE 41831",7677.69,26,high
SO-53635501,CUST-4859,jennifer18@example.net,2024-11-27,web,paypal,two-day,True,ONLINE,"Unit 5994 Box 4721, DPO AE 41831","Unit 5994 Box 4721, DPO AE 41831",9276.61,39,high
SO-59703205,CUST-3785,ann82@example.org,2024-09-22,"social media",paypal,standard,False,ONLINE,"55785 Tucker Wall Apt. 153, Philipborough, SC 02439","55785 Tucker Wall Apt. 153, Philipborough, SC 02439",3515.29,12,high
SO-41554213,CUST-3518,justin51@example.net,2024-11-28,ebay,ebay,standard,False,ONLINE,"228 Priscilla Inlet Suite 564, East Martin, NV 40036","228 Priscilla Inlet Suite 564, East Martin, NV 40036",5039.07,26,low
SO-23174800,CUST-3518,justin51@example.net,2025-05-05,web,"apple pay",standard,False,ONLINE,"228 Priscilla Inlet Suite 564, East Martin, NV 40036","228 Priscilla Inlet Suite 564, East Martin, NV 40036",5237.9,22,low
SO-16518498,CUST-4667,karimartin@example.net,2024-11-07,phone,"credit card",standard,False,CSR-0004,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",5620.95,33,high
SO-65180228,CUST-4667,karimartin@example.net,2025-05-14,web,paypal,overnight,True,ONLINE,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",4943.62,39,high
SO-01992727,CUST-4667,karimartin@example.net,2024-07-27,web,"google pay",two-day,True,ONLINE,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",8500.67,24,high
SO-86762271,CUST-4941,kfields@example.org,2024-08-04,"social media","google pay",standard,False,ONLINE,"842 Bryant Ramp Suite 814, New Victoria, MP 66635","842 Bryant Ramp Suite 814, New Victoria, MP 66635",957.14,6,low
SO-99069102,CUST-4941,kfields@example.org,2024-12-15,web,"credit card",standard,False,ONLINE,"842 Bryant Ramp Suite 814, New Victoria, MP 66635","842 Bryant Ramp Suite 814, New Victoria, MP 66635",6798.13,46,low
SO-35178235,CUST-3947,ryanmiller@example.net,2024-08-28,web,"apple pay",standard,False,ONLINE,"99442 Kidd Islands Suite 307, Berryside, OK 87276","99442 Kidd Islands Suite 307, Berryside, OK 87276",5712.82,23,high
SO-82479493,CUST-3947,ryanmiller@example.net,2024-11-25,web,"google pay",standard,False,ONLINE,"99442 Kidd Islands Suite 307, Berryside, OK 87276","99442 Kidd Islands Suite 307, Berryside, OK 87276",5340.75,26,high
SO-33672866,CUST-4552,katherine53@example.com,2024-10-17,web,paypal,standard,False,ONLINE,"11510 Timothy Islands Apt. 563, New Adrian, MT 30120","11510 Timothy Islands Apt. 563, New Adrian, MT 30120",1502.96,8,high
SO-03314619,CUST-4552,katherine53@example.com,2025-07-08,web,ach,standard,False,ONLINE,"11510 Timothy Islands Apt. 563, New Adrian, MT 30120","11510 Timothy Islands Apt. 563, New Adrian, MT 30120",2045.27,15,high
SO-76209549,CUST-4637,holmesmorgan@example.org,2025-03-30,newegg,newegg,standard,False,ONLINE,"1557 April Ways, Seanstad, KY 08230","1557 April Ways, Seanstad, KY 08230",6507.44,17,low
SO-59494655,CUST-4637,holmesmorgan@example.org,2024-09-01,phone,ach,standard,False,CSR-0005,"1557 April Ways, Seanstad, KY 08230","1557 April Ways, Seanstad, KY 08230",2156.68,12,low
SO-17511706,CUST-4637,holmesmorgan@example.org,2024-08-03,web,"apple pay",standard,False,ONLINE,"1557 April Ways, Seanstad, KY 08230","1557 April Ways, Seanstad, KY 08230",3152.27,15,low
SO-99893975,CUST-4055,louishurley@example.net,2024-09-21,web,ach,standard,False,ONLINE,"1307 Thomas Ports, Port Lindsayshire, MP 12430","1307 Thomas Ports, Port Lindsayshire, MP 12430",2127.47,6,high
SO-05189392,CUST-4055,louishurley@example.net,2024-11-11,web,"credit card",standard,False,ONLINE,"1307 Thomas Ports, Port Lindsayshire, MP 12430","1307 Thomas Ports, Port Lindsayshire, MP 12430",5351.64,23,high
SO-64836858,CUST-4055,louishurley@example.net,2025-04-05,web,"google pay",standard,False,ONLINE,"1307 Thomas Ports, Port Lindsayshire, MP 12430","1307 Thomas Ports, Port Lindsayshire, MP 12430",3288.14,12,high
SO-08989863,CUST-5076,josephduke@example.org,2025-01-01,web,"apple pay",two-day,True,ONLINE,"0013 Mckenzie Plain, New Theresamouth, VA 53283","0013 Mckenzie Plain, New Theresamouth, VA 53283",4439.95,15,high
SO-81597923,CUST-5076,josephduke@example.org,2025-01-07,phone,"credit card",standard,False,CSR-0007,"0013 Mckenzie Plain, New Theresamouth, VA 53283","0013 Mckenzie Plain, New Theresamouth, VA 53283",8923.33,36,high
SO-83402079,CUST-5076,josephduke@example.org,2025-06-14,web,paypal,standard,False,ONLINE,"0013 Mckenzie Plain, New Theresamouth, VA 53283","0013 Mckenzie Plain, New Theresamouth, VA 53283",4510.73,12,high
SO-68379530,CUST-4966,michael56@example.org,2024-11-05,web,paypal,overnight,True,ONLINE,"89385 Cindy Fall Suite 655, South Stephenchester, IA 86253","89385 Cindy Fall Suite 655, South Stephenchester, IA 86253",2453.05,14,high
SO-43024056,CUST-4966,michael56@example.org,2025-07-15,phone,"credit card",standard,False,CSR-0001,"89385 Cindy Fall Suite 655, South Stephenchester, IA 86253","89385 Cindy Fall Suite 655, South Stephenchester, IA 86253",4484.78,14,high
SO-67261073,CUST-4966,michael56@example.org,2025-07-12,ebay,ebay,two-day,True,ONLINE,"89385 Cindy Fall Suite 655, South Stephenchester, IA 86253","89385 Cindy Fall Suite 655, South Stephenchester, IA 86253",2757.47,19,high
SO-57396965,CUST-4574,suzanne52@example.org,2025-02-13,web,ach,standard,False,ONLINE,"632 Barrera Garden Suite 367, West Christinaport, VT 43526","632 Barrera Garden Suite 367, West Christinaport, VT 43526",5234.45,24,low
SO-46176824,CUST-4574,suzanne52@example.org,2025-02-13,newegg,newegg,standard,False,ONLINE,"632 Barrera Garden Suite 367, West Christinaport, VT 43526","632 Barrera Garden Suite 367, West Christinaport, VT 43526",2734.54,13,low
SO-60977390,CUST-4574,suzanne52@example.org,2024-10-16,phone,"credit card",standard,False,"","632 Barrera Garden Suite 367, West Christinaport, VT 43526","632 Barrera Garden Suite 367, West Christinaport, VT 43526",2757.0,16,low
SO-42946368,CUST-4958,jennifer29@example.net,2025-01-11,web,"google pay",standard,False,ONLINE,"117 Knox Ports Apt. 849, Lake David, NE 99508","117 Knox Ports Apt. 849, Lake David, NE 99508",1893.73,9,high
SO-59640213,CUST-4958,jennifer29@example.net,2025-07-21,web,"google pay",overnight,True,ONLINE,"117 Knox Ports Apt. 849, Lake David, NE 99508","117 Knox Ports Apt. 849, Lake David, NE 99508",416.11,1,high
SO-86730973,CUST-4958,jennifer29@example.net,2025-03-24,phone,"credit card",two-day,True,CSR-0019,"117 Knox Ports Apt. 849, Lake David, NE 99508","117 Knox Ports Apt. 849, Lake David, NE 99508",6671.03,19,high
SO-59047715,CUST-5150,pennymendoza@example.org,2025-04-03,newegg,newegg,standard,False,ONLINE,"Unit 0384 Box 0130, DPO AP 34440","Unit 0384 Box 0130, DPO AP 34440",7409.62,27,high
SO-99045277,CUST-5150,pennymendoza@example.org,2025-07-14,web,ach,two-day,True,ONLINE,"Unit 0384 Box 0130, DPO AP 34440","Unit 0384 Box 0130, DPO AP 34440",914.5,2,high
SO-77300692,CUST-5150,pennymendoza@example.org,2025-07-17,ebay,ebay,standard,False,ONLINE,"Unit 0384 Box 0130, DPO AP 34440","Unit 0384 Box 0130, DPO AP 34440",7573.57,39,high
SO-37347881,CUST-4200,uramos@example.com,2025-02-06,ebay,ebay,standard,False,ONLINE,"Unit 5248 Box 2699, DPO AA 71730","Unit 5248 Box 2699, DPO AA 71730",3074.34,12,medium
SO-41897898,CUST-4200,uramos@example.com,2024-12-07,web,ach,two-day,True,ONLINE,"Unit 5248 Box 2699, DPO AA 71730","Unit 5248 Box 2699, DPO AA 71730",1723.35,14,medium
SO-87657683,CUST-4695,hannahfrancis@example.com,2024-11-15,newegg,newegg,standard,False,ONLINE,"Unit 3438 Box 3522, DPO AE 22250","Unit 3438 Box 3522, DPO AE 22250",419.61,1,high
SO-72737184,CUST-4730,haleyjoel@example.net,2024-12-03,phone,"credit card",standard,False,CSR-0014,"773 Nicholas Knoll Suite 854, West Derrick, VA 84601","773 Nicholas Knoll Suite 854, West Derrick, VA 84601",5290.15,46,high
SO-90731153,CUST-4730,haleyjoel@example.net,2024-12-06,web,"apple pay",two-day,True,ONLINE,"773 Nicholas Knoll Suite 854, West Derrick, VA 84601","773 Nicholas Knoll Suite 854, West Derrick, VA 84601",2699.54,16,high
SO-39984421,CUST-4730,haleyjoel@example.net,2025-01-22,web,"credit card",standard,False,ONLINE,"773 Nicholas Knoll Suite 854, West Derrick, VA 84601","773 Nicholas Knoll Suite 854, West Derrick, VA 84601",635.48,6,high
SO-31910430,CUST-3765,qmartin@example.net,2025-02-14,web,ach,overnight,True,ONLINE,"0325 Christensen Summit Suite 937, Samanthaland, ID 93446","0325 Christensen Summit Suite 937, Samanthaland, ID 93446",3551.74,12,medium
SO-95901497,CUST-4354,ryan61@example.com,2024-11-06,"social media",paypal,standard,False,ONLINE,"69454 Tanner Springs Suite 425, New Dalton, MP 07305","69454 Tanner Springs Suite 425, New Dalton, MP 07305",1867.41,8,high
SO-88294915,CUST-4354,ryan61@example.com,2025-03-25,newegg,newegg,standard,False,ONLINE,"69454 Tanner Springs Suite 425, New Dalton, MP 07305","69454 Tanner Springs Suite 425, New Dalton, MP 07305",476.04,3,high
SO-91453585,CUST-4977,stanleyanthony@example.net,2025-06-02,web,ach,standard,False,"","87453 Lindsey Key, South David, OR 55627","87453 Lindsey Key, South David, OR 55627",880.44,6,high
SO-38693131,CUST-4977,stanleyanthony@example.net,2025-01-05,phone,"credit card",overnight,True,CSR-0002,"87453 Lindsey Key, South David, OR 55627","87453 Lindsey Key, South David, OR 55627",5994.11,15,high
SO-35956776,CUST-4445,collinsronald@example.com,2024-09-21,web,"apple pay",standard,False,ONLINE,"360 Scott Oval Suite 622, South Jimmyville, MA 30501","360 Scott Oval Suite 622, South Jimmyville, MA 30501",256.11,1,high
SO-87114872,CUST-4445,collinsronald@example.com,2024-08-07,web,ach,standard,False,ONLINE,"360 Scott Oval Suite 622, South Jimmyville, MA 30501","360 Scott Oval Suite 622, South Jimmyville, MA 30501",2926.16,7,high
SO-47079044,CUST-3832,lrichards@example.org,2024-09-12,web,"apple pay",standard,False,ONLINE,"255 Jeremy Unions Suite 162, West Calebview, SD 81575","255 Jeremy Unions Suite 162, West Calebview, SD 81575",4779.51,29,high
SO-71073935,CUST-3832,lrichards@example.org,2025-03-07,web,"credit card",standard,False,ONLINE,"255 Jeremy Unions Suite 162, West Calebview, SD 81575","255 Jeremy Unions Suite 162, West Calebview, SD 81575",6025.21,26,high
SO-91430863,CUST-3832,lrichards@example.org,2024-08-09,ebay,ebay,two-day,True,ONLINE,"255 Jeremy Unions Suite 162, West Calebview, SD 81575","255 Jeremy Unions Suite 162, West Calebview, SD 81575",6519.37,33,high
SO-14552530,CUST-3484,maryking@example.com,2024-09-19,web,"apple pay",overnight,True,ONLINE,"0046 Karen Cliffs, East Dawn, VI 94500","0046 Karen Cliffs, East Dawn, VI 94500",744.14,8,high
SO-81432969,CUST-3484,maryking@example.com,2025-04-08,web,ach,standard,False,ONLINE,"0046 Karen Cliffs, East Dawn, VI 94500","0046 Karen Cliffs, East Dawn, VI 94500",3483.19,12,high
SO-52851069,CUST-3484,maryking@example.com,2024-09-14,"social media","credit card",standard,False,ONLINE,"0046 Karen Cliffs, East Dawn, VI 94500","0046 Karen Cliffs, East Dawn, VI 94500",1965.69,9,high
SO-58158580,CUST-4748,nicole36@example.com,2024-08-08,web,ach,standard,False,ONLINE,"USCGC Martinez, FPO AE 03936","USCGC Martinez, FPO AE 03936",1565.7,5,high
SO-58983790,CUST-4116,stephaniewhite@example.net,2025-01-05,web,ach,standard,False,ONLINE,"67411 Smith Springs, Shortmouth, CT 06053","67411 Smith Springs, Shortmouth, CT 06053",6884.58,24,medium
SO-47062718,CUST-4116,stephaniewhite@example.net,2024-10-27,phone,"credit card",two-day,True,CSR-0013,"67411 Smith Springs, Shortmouth, CT 06053","67411 Smith Springs, Shortmouth, CT 06053",3904.46,15,medium
SO-54972714,CUST-4116,stephaniewhite@example.net,2025-03-03,web,ach,standard,False,ONLINE,"67411 Smith Springs, Shortmouth, CT 06053","67411 Smith Springs, Shortmouth, CT 06053",2011.46,9,medium
SO-19256770,CUST-4297,wendy98@example.org,2025-05-15,"social media","apple pay",two-day,True,ONLINE,"8321 Dustin Street Suite 105, Port Kennethland, OH 98327","8321 Dustin Street Suite 105, Port Kennethland, OH 98327",2941.87,12,high
